# Assembly name:  ASM2041835v1
# Organism name:  Escherichia coli (E. coli)
# Infraspecific name:  strain=C14S14_CMC5
# Taxid:          562
# BioSample:      SAMN20931202
# BioProject:     PRJNA756824
# Submitter:      Bangladesh Council of Scientific and Industrial Research (BCSIR)
# Date:           2021-10-11
# Assembly type:  na
# Release type:   major
# Assembly level: Contig
# Genome representation: full
# WGS project:    JAIZPP01
# Assembly method: SPAdes v. 3.13.1
# Expected final version: yes
# Genome coverage: 50.0x
# Sequencing technology: Illumina NextSeq
# GenBank assembly accession: GCA_020418355.1
# RefSeq assembly accession: GCF_020418355.1
# RefSeq assembly and GenBank assemblies identical: yes
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_020418375.1	GCF_020418375.1	Primary Assembly
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
BCSIR_EC_C14_scaffold_181	unplaced-scaffold	na	na	JAIZPP010000182.1	=	NZ_JAIZPP010000182.1	Primary Assembly	1842	na
BCSIR_EC_C14_scaffold_182	unplaced-scaffold	na	na	JAIZPP010000183.1	=	NZ_JAIZPP010000183.1	Primary Assembly	575	na
BCSIR_EC_C14_scaffold_183	unplaced-scaffold	na	na	JAIZPP010000184.1	=	NZ_JAIZPP010000184.1	Primary Assembly	750	na
BCSIR_EC_C14_scaffold_184	unplaced-scaffold	na	na	JAIZPP010000185.1	=	NZ_JAIZPP010000185.1	Primary Assembly	232188	na
BCSIR_EC_C14_scaffold_185	unplaced-scaffold	na	na	JAIZPP010000186.1	=	NZ_JAIZPP010000186.1	Primary Assembly	143576	na
BCSIR_EC_C14_scaffold_19	unplaced-scaffold	na	na	JAIZPP010000020.1	=	NZ_JAIZPP010000020.1	Primary Assembly	895	na
BCSIR_EC_C14_scaffold_2	unplaced-scaffold	na	na	JAIZPP010000003.1	=	NZ_JAIZPP010000003.1	Primary Assembly	685	na
BCSIR_EC_C14_scaffold_20	unplaced-scaffold	na	na	JAIZPP010000021.1	=	NZ_JAIZPP010000021.1	Primary Assembly	1851	na
BCSIR_EC_C14_scaffold_21	unplaced-scaffold	na	na	JAIZPP010000022.1	=	NZ_JAIZPP010000022.1	Primary Assembly	1053	na
BCSIR_EC_C14_scaffold_22	unplaced-scaffold	na	na	JAIZPP010000023.1	=	NZ_JAIZPP010000023.1	Primary Assembly	282	na
BCSIR_EC_C14_scaffold_23	unplaced-scaffold	na	na	JAIZPP010000024.1	=	NZ_JAIZPP010000024.1	Primary Assembly	467	na
BCSIR_EC_C14_scaffold_24	unplaced-scaffold	na	na	JAIZPP010000025.1	=	NZ_JAIZPP010000025.1	Primary Assembly	376	na
BCSIR_EC_C14_scaffold_25	unplaced-scaffold	na	na	JAIZPP010000026.1	=	NZ_JAIZPP010000026.1	Primary Assembly	2262	na
BCSIR_EC_C14_scaffold_26	unplaced-scaffold	na	na	JAIZPP010000027.1	=	NZ_JAIZPP010000027.1	Primary Assembly	428	na
BCSIR_EC_C14_scaffold_27	unplaced-scaffold	na	na	JAIZPP010000028.1	=	NZ_JAIZPP010000028.1	Primary Assembly	239	na
BCSIR_EC_C14_scaffold_28	unplaced-scaffold	na	na	JAIZPP010000029.1	=	NZ_JAIZPP010000029.1	Primary Assembly	1108	na
BCSIR_EC_C14_scaffold_29	unplaced-scaffold	na	na	JAIZPP010000030.1	=	NZ_JAIZPP010000030.1	Primary Assembly	3473	na
BCSIR_EC_C14_scaffold_3	unplaced-scaffold	na	na	JAIZPP010000004.1	=	NZ_JAIZPP010000004.1	Primary Assembly	517	na
BCSIR_EC_C14_scaffold_30	unplaced-scaffold	na	na	JAIZPP010000031.1	=	NZ_JAIZPP010000031.1	Primary Assembly	281	na
BCSIR_EC_C14_scaffold_31	unplaced-scaffold	na	na	JAIZPP010000032.1	=	NZ_JAIZPP010000032.1	Primary Assembly	2589	na
BCSIR_EC_C14_scaffold_32	unplaced-scaffold	na	na	JAIZPP010000033.1	=	NZ_JAIZPP010000033.1	Primary Assembly	981	na
BCSIR_EC_C14_scaffold_33	unplaced-scaffold	na	na	JAIZPP010000034.1	=	NZ_JAIZPP010000034.1	Primary Assembly	345	na
BCSIR_EC_C14_scaffold_34	unplaced-scaffold	na	na	JAIZPP010000035.1	=	NZ_JAIZPP010000035.1	Primary Assembly	1842	na
BCSIR_EC_C14_scaffold_35	unplaced-scaffold	na	na	JAIZPP010000036.1	=	NZ_JAIZPP010000036.1	Primary Assembly	206	na
BCSIR_EC_C14_scaffold_36	unplaced-scaffold	na	na	JAIZPP010000037.1	=	NZ_JAIZPP010000037.1	Primary Assembly	313	na
BCSIR_EC_C14_scaffold_37	unplaced-scaffold	na	na	JAIZPP010000038.1	=	NZ_JAIZPP010000038.1	Primary Assembly	275	na
BCSIR_EC_C14_scaffold_38	unplaced-scaffold	na	na	JAIZPP010000039.1	=	NZ_JAIZPP010000039.1	Primary Assembly	842	na
BCSIR_EC_C14_scaffold_39	unplaced-scaffold	na	na	JAIZPP010000040.1	=	NZ_JAIZPP010000040.1	Primary Assembly	1209	na
BCSIR_EC_C14_scaffold_4	unplaced-scaffold	na	na	JAIZPP010000005.1	=	NZ_JAIZPP010000005.1	Primary Assembly	354	na
BCSIR_EC_C14_scaffold_40	unplaced-scaffold	na	na	JAIZPP010000041.1	=	NZ_JAIZPP010000041.1	Primary Assembly	332	na
BCSIR_EC_C14_scaffold_41	unplaced-scaffold	na	na	JAIZPP010000042.1	=	NZ_JAIZPP010000042.1	Primary Assembly	290	na
BCSIR_EC_C14_scaffold_42	unplaced-scaffold	na	na	JAIZPP010000043.1	=	NZ_JAIZPP010000043.1	Primary Assembly	891	na
BCSIR_EC_C14_scaffold_43	unplaced-scaffold	na	na	JAIZPP010000044.1	=	NZ_JAIZPP010000044.1	Primary Assembly	840	na
BCSIR_EC_C14_scaffold_44	unplaced-scaffold	na	na	JAIZPP010000045.1	=	NZ_JAIZPP010000045.1	Primary Assembly	2560	na
BCSIR_EC_C14_scaffold_45	unplaced-scaffold	na	na	JAIZPP010000046.1	=	NZ_JAIZPP010000046.1	Primary Assembly	1031	na
BCSIR_EC_C14_scaffold_46	unplaced-scaffold	na	na	JAIZPP010000047.1	=	NZ_JAIZPP010000047.1	Primary Assembly	652	na
BCSIR_EC_C14_scaffold_47	unplaced-scaffold	na	na	JAIZPP010000048.1	=	NZ_JAIZPP010000048.1	Primary Assembly	545	na
BCSIR_EC_C14_scaffold_48	unplaced-scaffold	na	na	JAIZPP010000049.1	=	NZ_JAIZPP010000049.1	Primary Assembly	465	na
BCSIR_EC_C14_scaffold_49	unplaced-scaffold	na	na	JAIZPP010000050.1	=	NZ_JAIZPP010000050.1	Primary Assembly	891	na
BCSIR_EC_C14_scaffold_5	unplaced-scaffold	na	na	JAIZPP010000006.1	=	NZ_JAIZPP010000006.1	Primary Assembly	217	na
BCSIR_EC_C14_scaffold_50	unplaced-scaffold	na	na	JAIZPP010000051.1	=	NZ_JAIZPP010000051.1	Primary Assembly	220	na
BCSIR_EC_C14_scaffold_51	unplaced-scaffold	na	na	JAIZPP010000052.1	=	NZ_JAIZPP010000052.1	Primary Assembly	1403	na
BCSIR_EC_C14_scaffold_52	unplaced-scaffold	na	na	JAIZPP010000053.1	=	NZ_JAIZPP010000053.1	Primary Assembly	455	na
BCSIR_EC_C14_scaffold_53	unplaced-scaffold	na	na	JAIZPP010000054.1	=	NZ_JAIZPP010000054.1	Primary Assembly	235	na
BCSIR_EC_C14_scaffold_54	unplaced-scaffold	na	na	JAIZPP010000055.1	=	NZ_JAIZPP010000055.1	Primary Assembly	281	na
BCSIR_EC_C14_scaffold_55	unplaced-scaffold	na	na	JAIZPP010000056.1	=	NZ_JAIZPP010000056.1	Primary Assembly	356	na
BCSIR_EC_C14_scaffold_56	unplaced-scaffold	na	na	JAIZPP010000057.1	=	NZ_JAIZPP010000057.1	Primary Assembly	266	na
BCSIR_EC_C14_scaffold_57	unplaced-scaffold	na	na	JAIZPP010000058.1	=	NZ_JAIZPP010000058.1	Primary Assembly	311	na
BCSIR_EC_C14_scaffold_58	unplaced-scaffold	na	na	JAIZPP010000059.1	=	NZ_JAIZPP010000059.1	Primary Assembly	217	na
BCSIR_EC_C14_scaffold_59	unplaced-scaffold	na	na	JAIZPP010000060.1	=	NZ_JAIZPP010000060.1	Primary Assembly	2031	na
BCSIR_EC_C14_scaffold_6	unplaced-scaffold	na	na	JAIZPP010000007.1	=	NZ_JAIZPP010000007.1	Primary Assembly	356	na
BCSIR_EC_C14_scaffold_60	unplaced-scaffold	na	na	JAIZPP010000061.1	=	NZ_JAIZPP010000061.1	Primary Assembly	268	na
BCSIR_EC_C14_scaffold_62	unplaced-scaffold	na	na	JAIZPP010000063.1	=	NZ_JAIZPP010000063.1	Primary Assembly	1108	na
BCSIR_EC_C14_scaffold_63	unplaced-scaffold	na	na	JAIZPP010000064.1	=	NZ_JAIZPP010000064.1	Primary Assembly	277	na
BCSIR_EC_C14_scaffold_64	unplaced-scaffold	na	na	JAIZPP010000065.1	=	NZ_JAIZPP010000065.1	Primary Assembly	274	na
BCSIR_EC_C14_scaffold_65	unplaced-scaffold	na	na	JAIZPP010000066.1	=	NZ_JAIZPP010000066.1	Primary Assembly	733	na
BCSIR_EC_C14_scaffold_66	unplaced-scaffold	na	na	JAIZPP010000067.1	=	NZ_JAIZPP010000067.1	Primary Assembly	578	na
BCSIR_EC_C14_scaffold_67	unplaced-scaffold	na	na	JAIZPP010000068.1	=	NZ_JAIZPP010000068.1	Primary Assembly	282	na
BCSIR_EC_C14_scaffold_68	unplaced-scaffold	na	na	JAIZPP010000069.1	=	NZ_JAIZPP010000069.1	Primary Assembly	1055	na
BCSIR_EC_C14_scaffold_69	unplaced-scaffold	na	na	JAIZPP010000070.1	=	NZ_JAIZPP010000070.1	Primary Assembly	1151	na
BCSIR_EC_C14_scaffold_7	unplaced-scaffold	na	na	JAIZPP010000008.1	=	NZ_JAIZPP010000008.1	Primary Assembly	336	na
BCSIR_EC_C14_scaffold_70	unplaced-scaffold	na	na	JAIZPP010000071.1	=	NZ_JAIZPP010000071.1	Primary Assembly	228	na
BCSIR_EC_C14_scaffold_71	unplaced-scaffold	na	na	JAIZPP010000072.1	=	NZ_JAIZPP010000072.1	Primary Assembly	247	na
BCSIR_EC_C14_scaffold_72	unplaced-scaffold	na	na	JAIZPP010000073.1	=	NZ_JAIZPP010000073.1	Primary Assembly	282	na
BCSIR_EC_C14_scaffold_73	unplaced-scaffold	na	na	JAIZPP010000074.1	=	NZ_JAIZPP010000074.1	Primary Assembly	405	na
BCSIR_EC_C14_scaffold_74	unplaced-scaffold	na	na	JAIZPP010000075.1	=	NZ_JAIZPP010000075.1	Primary Assembly	4251	na
BCSIR_EC_C14_scaffold_75	unplaced-scaffold	na	na	JAIZPP010000076.1	=	NZ_JAIZPP010000076.1	Primary Assembly	4405	na
BCSIR_EC_C14_scaffold_76	unplaced-scaffold	na	na	JAIZPP010000077.1	=	NZ_JAIZPP010000077.1	Primary Assembly	3996	na
BCSIR_EC_C14_scaffold_77	unplaced-scaffold	na	na	JAIZPP010000078.1	=	NZ_JAIZPP010000078.1	Primary Assembly	3770	na
BCSIR_EC_C14_scaffold_78	unplaced-scaffold	na	na	JAIZPP010000079.1	=	NZ_JAIZPP010000079.1	Primary Assembly	580	na
BCSIR_EC_C14_scaffold_79	unplaced-scaffold	na	na	JAIZPP010000080.1	=	NZ_JAIZPP010000080.1	Primary Assembly	324	na
BCSIR_EC_C14_scaffold_8	unplaced-scaffold	na	na	JAIZPP010000009.1	=	NZ_JAIZPP010000009.1	Primary Assembly	1316	na
BCSIR_EC_C14_scaffold_80	unplaced-scaffold	na	na	JAIZPP010000081.1	=	NZ_JAIZPP010000081.1	Primary Assembly	3924	na
BCSIR_EC_C14_scaffold_81	unplaced-scaffold	na	na	JAIZPP010000082.1	=	NZ_JAIZPP010000082.1	Primary Assembly	11370	na
