# Assembly name:  ASM2131163v1
# Organism name:  Escherichia coli (E. coli)
# Infraspecific name:  strain=C1S1_DTRP20
# Taxid:          562
# BioSample:      SAMN20931193
# BioProject:     PRJNA756824
# Submitter:      Bangladesh Council of Scientific and Industrial Research (BCSIR)
# Date:           2021-12-28
# Assembly type:  na
# Release type:   major
# Assembly level: Contig
# Genome representation: full
# WGS project:    JAJPGL01
# Assembly method: SPAdes v. 3.13.1
# Expected final version: yes
# Genome coverage: 50.0x
# Sequencing technology: Illumina NextSeq
# GenBank assembly accession: GCA_021311635.1
# RefSeq assembly accession: GCF_021311635.1
# RefSeq assembly and GenBank assemblies identical: yes
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_021311645.1	GCF_021311645.1	Primary Assembly
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
BCSIR_EC_C1_scaffold_45	unplaced-scaffold	na	na	JAJPGL010000046.1	=	NZ_JAJPGL010000046.1	Primary Assembly	364	na
BCSIR_EC_C1_scaffold_46	unplaced-scaffold	na	na	JAJPGL010000047.1	=	NZ_JAJPGL010000047.1	Primary Assembly	17672	na
BCSIR_EC_C1_scaffold_47	unplaced-scaffold	na	na	JAJPGL010000048.1	=	NZ_JAJPGL010000048.1	Primary Assembly	422	na
BCSIR_EC_C1_scaffold_48	unplaced-scaffold	na	na	JAJPGL010000049.1	=	NZ_JAJPGL010000049.1	Primary Assembly	322	na
BCSIR_EC_C1_scaffold_49	unplaced-scaffold	na	na	JAJPGL010000050.1	=	NZ_JAJPGL010000050.1	Primary Assembly	786	na
BCSIR_EC_C1_scaffold_5	unplaced-scaffold	na	na	JAJPGL010000006.1	=	NZ_JAJPGL010000006.1	Primary Assembly	363	na
BCSIR_EC_C1_scaffold_50	unplaced-scaffold	na	na	JAJPGL010000051.1	=	NZ_JAJPGL010000051.1	Primary Assembly	2304	na
BCSIR_EC_C1_scaffold_51	unplaced-scaffold	na	na	JAJPGL010000052.1	=	NZ_JAJPGL010000052.1	Primary Assembly	5182	na
BCSIR_EC_C1_scaffold_52	unplaced-scaffold	na	na	JAJPGL010000053.1	=	NZ_JAJPGL010000053.1	Primary Assembly	282	na
BCSIR_EC_C1_scaffold_53	unplaced-scaffold	na	na	JAJPGL010000054.1	=	NZ_JAJPGL010000054.1	Primary Assembly	5157	na
BCSIR_EC_C1_scaffold_54	unplaced-scaffold	na	na	JAJPGL010000055.1	=	NZ_JAJPGL010000055.1	Primary Assembly	277	na
BCSIR_EC_C1_scaffold_55	unplaced-scaffold	na	na	JAJPGL010000056.1	=	NZ_JAJPGL010000056.1	Primary Assembly	359	na
BCSIR_EC_C1_scaffold_56	unplaced-scaffold	na	na	JAJPGL010000057.1	=	NZ_JAJPGL010000057.1	Primary Assembly	19965	na
BCSIR_EC_C1_scaffold_57	unplaced-scaffold	na	na	JAJPGL010000058.1	=	NZ_JAJPGL010000058.1	Primary Assembly	818	na
BCSIR_EC_C1_scaffold_58	unplaced-scaffold	na	na	JAJPGL010000059.1	=	NZ_JAJPGL010000059.1	Primary Assembly	2318	na
BCSIR_EC_C1_scaffold_59	unplaced-scaffold	na	na	JAJPGL010000060.1	=	NZ_JAJPGL010000060.1	Primary Assembly	1048	na
BCSIR_EC_C1_scaffold_6	unplaced-scaffold	na	na	JAJPGL010000007.1	=	NZ_JAJPGL010000007.1	Primary Assembly	324	na
BCSIR_EC_C1_scaffold_60	unplaced-scaffold	na	na	JAJPGL010000061.1	=	NZ_JAJPGL010000061.1	Primary Assembly	235	na
BCSIR_EC_C1_scaffold_61	unplaced-scaffold	na	na	JAJPGL010000062.1	=	NZ_JAJPGL010000062.1	Primary Assembly	304	na
BCSIR_EC_C1_scaffold_62	unplaced-scaffold	na	na	JAJPGL010000063.1	=	NZ_JAJPGL010000063.1	Primary Assembly	261	na
BCSIR_EC_C1_scaffold_63	unplaced-scaffold	na	na	JAJPGL010000064.1	=	NZ_JAJPGL010000064.1	Primary Assembly	18503	na
BCSIR_EC_C1_scaffold_64	unplaced-scaffold	na	na	JAJPGL010000065.1	=	NZ_JAJPGL010000065.1	Primary Assembly	624	na
BCSIR_EC_C1_scaffold_65	unplaced-scaffold	na	na	JAJPGL010000066.1	=	NZ_JAJPGL010000066.1	Primary Assembly	376	na
BCSIR_EC_C1_scaffold_66	unplaced-scaffold	na	na	JAJPGL010000067.1	=	NZ_JAJPGL010000067.1	Primary Assembly	402	na
BCSIR_EC_C1_scaffold_67	unplaced-scaffold	na	na	JAJPGL010000068.1	=	NZ_JAJPGL010000068.1	Primary Assembly	731	na
BCSIR_EC_C1_scaffold_69	unplaced-scaffold	na	na	JAJPGL010000070.1	=	NZ_JAJPGL010000070.1	Primary Assembly	9465	na
BCSIR_EC_C1_scaffold_7	unplaced-scaffold	na	na	JAJPGL010000008.1	=	NZ_JAJPGL010000008.1	Primary Assembly	706	na
BCSIR_EC_C1_scaffold_70	unplaced-scaffold	na	na	JAJPGL010000071.1	=	NZ_JAJPGL010000071.1	Primary Assembly	225	na
BCSIR_EC_C1_scaffold_71	unplaced-scaffold	na	na	JAJPGL010000072.1	=	NZ_JAJPGL010000072.1	Primary Assembly	1168	na
BCSIR_EC_C1_scaffold_72	unplaced-scaffold	na	na	JAJPGL010000073.1	=	NZ_JAJPGL010000073.1	Primary Assembly	1654	na
BCSIR_EC_C1_scaffold_73	unplaced-scaffold	na	na	JAJPGL010000074.1	=	NZ_JAJPGL010000074.1	Primary Assembly	335	na
BCSIR_EC_C1_scaffold_74	unplaced-scaffold	na	na	JAJPGL010000075.1	=	NZ_JAJPGL010000075.1	Primary Assembly	1184	na
BCSIR_EC_C1_scaffold_75	unplaced-scaffold	na	na	JAJPGL010000076.1	=	NZ_JAJPGL010000076.1	Primary Assembly	287	na
BCSIR_EC_C1_scaffold_76	unplaced-scaffold	na	na	JAJPGL010000077.1	=	NZ_JAJPGL010000077.1	Primary Assembly	723	na
BCSIR_EC_C1_scaffold_77	unplaced-scaffold	na	na	JAJPGL010000078.1	=	NZ_JAJPGL010000078.1	Primary Assembly	11608	na
BCSIR_EC_C1_scaffold_78	unplaced-scaffold	na	na	JAJPGL010000079.1	=	NZ_JAJPGL010000079.1	Primary Assembly	10302	na
BCSIR_EC_C1_scaffold_79	unplaced-scaffold	na	na	JAJPGL010000080.1	=	NZ_JAJPGL010000080.1	Primary Assembly	390	na
BCSIR_EC_C1_scaffold_8	unplaced-scaffold	na	na	JAJPGL010000009.1	=	NZ_JAJPGL010000009.1	Primary Assembly	541	na
BCSIR_EC_C1_scaffold_80	unplaced-scaffold	na	na	JAJPGL010000081.1	=	NZ_JAJPGL010000081.1	Primary Assembly	403	na
BCSIR_EC_C1_scaffold_81	unplaced-scaffold	na	na	JAJPGL010000082.1	=	NZ_JAJPGL010000082.1	Primary Assembly	14891	na
BCSIR_EC_C1_scaffold_82	unplaced-scaffold	na	na	JAJPGL010000083.1	=	NZ_JAJPGL010000083.1	Primary Assembly	2127	na
BCSIR_EC_C1_scaffold_83	unplaced-scaffold	na	na	JAJPGL010000084.1	=	NZ_JAJPGL010000084.1	Primary Assembly	24156	na
BCSIR_EC_C1_scaffold_84	unplaced-scaffold	na	na	JAJPGL010000085.1	=	NZ_JAJPGL010000085.1	Primary Assembly	1517	na
BCSIR_EC_C1_scaffold_85	unplaced-scaffold	na	na	JAJPGL010000086.1	=	NZ_JAJPGL010000086.1	Primary Assembly	202	na
